video_id,comment_id,parent_comment_id,level,username,nickname,comment,create_time,clean_comment,is_empty_after_cleaning,sentiment,sentiment_score,agufsamudra_sentiment,agufsamudra_sentiment_score,mdhugol_sentiment,mdhugol_sentiment_score,aardiiiiy_sentiment,aardiiiiy_sentiment_score,final_sentiment_voting
7553950099299110151,7554639669684028167,7.554042072476943e+18,1.0,1400_9,￴ ￴ ￴ ￴ ￴ ￴ ￴ ￴ ￴,@jesiaa bella,2025-09-27 12:40:32,bella,False,netral,0.6985040307044983,positif,0.6111822128295898,netral,0.4877089858055115,netral,0.8458191752433777,netral
7553950099299110151,7554923766367945490,7.554042072476943e+18,1.0,naaaprlaaa_,⃟,enter enter😭😭,2025-09-28 07:02:59,enter enter,False,netral,0.9782289862632751,negatif,0.8717507123947144,netral,0.7510716319084167,negatif,0.551336407661438,negatif
7553950099299110151,7554226202127434497,7.554042072476943e+18,1.0,wulandari_sky,wulandari_sky,😭😭😭,2025-09-26 09:55:58,,True,empty,0.0,empty,0.0,empty,0.0,empty,0.0,empty
7553950099299110151,7554238153755509512,7.554042072476943e+18,1.0,arsen18505,Ars,😭😭😭🤣🤣🤣🤣,2025-09-26 10:42:19,,True,empty,0.0,empty,0.0,empty,0.0,empty,0.0,empty
7553950099299110151,7554991442584273665,7.554042072476943e+18,1.0,maherawr,￶￶,LUCU LG😭,2025-09-28 11:25:37,lucu lg,False,positif,0.995978593826294,negatif,0.8769506216049194,positif,0.9954925775527954,positif,0.9155787229537964,positif
7553950099299110151,7554689268850508562,7.554042072476943e+18,1.0,mrs.tonifaizal,Call Me Maina,esc esc esc kak😂😂😂,2025-09-27 15:52:54,esc esc esc kak,False,netral,0.9807583093643188,negatif,0.9392361044883728,netral,0.6613379716873169,negatif,0.8527081608772278,negatif
7553950099299110151,7554256062750163728,7.554042072476943e+18,1.0,bluebupbluebup,rami,HAHAHAHAHA,2025-09-26 11:52:19,hahahahaha,False,negatif,0.9895573258399963,positif,0.7248234748840332,positif,0.930409848690033,negatif,0.9554305076599121,positif
7553950099299110151,7554243512567481096,7.554042072476943e+18,1.0,moncisi,🍉,@Uriel @helena 😭,2025-09-26 11:03:09,,True,empty,0.0,empty,0.0,empty,0.0,empty,0.0,empty
7553950099299110151,7554379198358569749,7.554042072476943e+18,1.0,mitot182,Rosmitaaaa@_,benar lgsg ENTER,2025-09-26 19:49:37,benar lgsg enter,False,positif,0.7425248622894287,negatif,0.9784752130508423,netral,0.9924411773681641,negatif,0.9175079464912415,negatif
7553950099299110151,7554593955414901511,7.554042072476943e+18,1.0,pitrihahaha,Pitriwkwk,😭😭 @dindaaja,2025-09-27 09:43:00,,True,empty,0.0,empty,0.0,empty,0.0,empty,0.0,empty
7553950099299110151,7554153297436099336,7.554042072476943e+18,1.0,saa_lizaa4a,ㅤㅤㅤㅤㅤㅤㅤㅤ,@• アルタイル 😭,2025-09-26 05:13:11,,True,empty,0.0,empty,0.0,empty,0.0,empty,0.0,empty
7553950099299110151,7554069819907244818,7.554042072476943e+18,1.0,_aurellllllll,aurell,Tab nya kebanyakan kak😭😭,2025-09-25 23:49:08,tab nya kebanyakan kak,False,negatif,0.9562377333641052,negatif,0.9837803244590759,negatif,0.9874402284622192,netral,0.6206833720207214,negatif
7553950099299110151,7554215689621046023,7.554042072476943e+18,1.0,__ayyyyy_____,__ayaya__,soalnya rata tengah😂,2025-09-26 09:15:10,soalnya rata tengah,False,positif,0.969351589679718,negatif,0.9396457076072693,positif,0.5811309814453125,netral,0.9771614670753479,positif
7553950099299110151,7554241283944366868,7.554042072476943e+18,1.0,yojacinggu1,arubia🌸,😂,2025-09-26 10:54:34,,True,empty,0.0,empty,0.0,empty,0.0,empty,0.0,empty
7553950099299110151,7554353917120807701,7.554042072476943e+18,1.0,jrnemo_,dreamyyli,@r @najwa @Regiiiiinnaa_ 😭,2025-09-26 18:11:32,,True,empty,0.0,empty,0.0,empty,0.0,empty,0.0,empty
7553950099299110151,7554367449249891080,7.554042072476943e+18,1.0,najwaa.sy,نَجْوَى,😭😭😭😭😭,2025-09-26 19:04:04,,True,empty,0.0,empty,0.0,empty,0.0,empty,0.0,empty
7553950099299110151,7554365886943019794,7.554042072476943e+18,1.0,adiiiindaaaaa_,ramparampadapur,ya allah ee😭😭😭,2025-09-26 18:58:01,ya allah ee,False,negatif,0.9943928718566895,positif,0.53773432970047,positif,0.8995684385299683,negatif,0.9877964854240417,positif
7553950099299110151,7554732586963305234,7.554042072476943e+18,1.0,cherrydy92,chanyoung!!!,@uky 😭,2025-09-27 18:40:57,,True,empty,0.0,empty,0.0,empty,0.0,empty,0.0,empty
7553950099299110151,7554417477943477000,7.554042072476943e+18,1.0,_alyafchrska,່່່,lailahailallah 😭,2025-09-26 22:18:11,lailahailallah,False,positif,0.6231098771095276,positif,0.7209171056747437,positif,0.9436763525009155,positif,0.5825152397155762,positif
7553950099299110151,7554055339982603009,7.554042072476943e+18,1.0,zeananina,panggil aja silpi,WKWK😭,2025-09-25 22:52:58,wkwk,False,negatif,0.9332577586174011,positif,0.5613225102424622,positif,0.9034017324447632,negatif,0.49517738819122314,positif
7553950099299110151,7554217713594401553,7.554042072476943e+18,1.0,tflhsnct,tflhsnct🌱🐹,@gabut.ID @i_iiiq.07,2025-09-26 09:23:09,id 07,False,netral,0.9816763401031494,negatif,0.8692088723182678,netral,0.9162228107452393,netral,0.9940391778945923,netral
7553950099299110151,7554222791056556808,7.554042072476943e+18,1.0,i_iiiq.07,i_iiiq.07,😭😭,2025-09-26 09:42:46,,True,empty,0.0,empty,0.0,empty,0.0,empty,0.0,empty
7553950099299110151,7554200162156512020,7.554042072476943e+18,1.0,sttt_diam123,🐷🐶,"delete"" aja😂",2025-09-26 08:15:00,delete aja,False,negatif,0.7736586332321167,negatif,0.9866330623626709,negatif,0.9940203428268433,netral,0.6971215605735779,negatif
7553950099299110151,7554061508272227092,7.554042072476943e+18,1.0,yulisarichi1,Sarichi,Kasta beliau adlh diatas emak2 mpasi bang.. 😫 Klu buka ig beliau brsa di marahi emak nya emak2,2025-09-25 23:16:50,kasta beliau adlh diatas emak2 mpasi bang klu buka ig beliau brsa di marahi emak nya emak2,False,negatif,0.9905222058296204,negatif,0.9731183648109436,negatif,0.9907609820365906,negatif,0.9917855858802795,negatif
7553950099299110151,7554073213437985552,7.554042072476943e+18,1.0,babyyusuf12,BabyYusuf,dulu Ku pertama MPASI juga rutin liatin Ig nya😁,2025-09-26 00:02:15,dulu ku pertama mpasi juga rutin liatin ig nya,False,netral,0.9439706206321716,positif,0.7489873766899109,netral,0.9721802473068237,positif,0.6096064448356628,positif
7553950099299110151,7554054189645677319,7.554042072476943e+18,1.0,theodoruswesley,sebuahakuntiktok,pake highlight menyalaa wkwk,2025-09-25 22:48:25,pake highlight menyalaa wkwk,False,netral,0.7028041481971741,negatif,0.7181926369667053,netral,0.5913783311843872,netral,0.9499262571334839,netral
7553950099299110151,7554067769248793352,7.554042072476943e+18,1.0,kaled5173,Aldo Moro,"Banyak yang tidak senang dengan ibu ini, karena dia berkata jujur...",2025-09-25 23:41:05,banyak yang tidak senang dengan ibu ini karena dia berkata jujur,False,negatif,0.9958518743515015,negatif,0.7090042233467102,negatif,0.9850132465362549,negatif,0.8750066161155701,negatif
7553950099299110151,7554157072880403218,7.554042072476943e+18,1.0,geminglegend6,simpelaja,1 lagi bang ratu rumpi jos nih didesa desa 😂😂😂,2025-09-26 05:27:54,1 lagi bang ratu rumpi jos nih didesa desa,False,netral,0.7870955467224121,negatif,0.6661693453788757,netral,0.5731245875358582,positif,0.8225027918815613,netral
7553950099299110151,7554083304576893703,7.554042072476943e+18,1.0,machiato.coffee,NURLELA MERAJALELA,"italic, bold, underline ...enter enter enter",2025-09-26 00:41:25,italic bold underline enter enter enter,False,netral,0.9825791120529175,negatif,0.9602950811386108,netral,0.8392323851585388,negatif,0.8162103295326233,negatif
7553950099299110151,7554069367207740167,7.554042072476943e+18,1.0,the.narazer,NRZR (NaraZer),Font style nya lebih ke ARIAL sih. Soalnya straight to the point hahaha,2025-09-25 23:47:20,font style nya lebih ke arial sih soalnya straight to the point hahaha,False,negatif,0.7792714238166809,positif,0.6946545243263245,positif,0.9794391989707947,positif,0.49648144841194153,positif
7553950099299110151,7554050290132370194,7.554042072476943e+18,1.0,yiii_23,BayyTzy.,@USMH 😭,2025-09-25 22:33:16,,True,empty,0.0,empty,0.0,empty,0.0,empty,0.0,empty
7553950099299110151,7574125467948188424,7.554042072476943e+18,1.0,dirrongg1,nadiraa,@caa🪽 😭😭😭,2025-11-19 00:55:18,,True,empty,0.0,empty,0.0,empty,0.0,empty,0.0,empty
7553950099299110151,7574046474259088129,7.554042072476943e+18,1.0,ur.girl.ccaa,🍣,@matchalalaa 😭,2025-11-18 19:48:45,,True,empty,0.0,empty,0.0,empty,0.0,empty,0.0,empty
7553950099299110151,7556546474558915336,7.554042072476943e+18,1.0,lavanaayy,lav,NGAKAK BANGETT😭 @˚˖𓍢🌷oreℓ,2025-10-02 15:59:46,ngakak bangett ore,False,negatif,0.9960447549819946,negatif,0.9717286825180054,positif,0.7308172583580017,negatif,0.6962012052536011,negatif
7553950099299110151,7555047591059587847,7.554042072476943e+18,1.0,zzauralia,➊⑤,@deee🧜🏻‍♀️ @marsa🧜‍♀️🍉 😔😔,2025-09-28 15:03:22,,True,empty,0.0,empty,0.0,empty,0.0,empty,0.0,empty
7553950099299110151,7555446897767416596,7.554042072476943e+18,1.0,urloves.td,dra🌀,woii bisa bisanyaaa😭😭,2025-09-29 16:52:50,woii bisa bisanyaaa,False,netral,0.5790600776672363,negatif,0.9370929002761841,negatif,0.9437399506568909,negatif,0.9926250576972961,negatif
7553950099299110151,7555155567431631634,7.554042072476943e+18,1.0,morklle,marsa🧜‍♀️🍉,WKWKWK BENER LAGI,2025-09-28 22:02:21,wkwkwk bener lagi,False,negatif,0.976491391658783,negatif,0.9683618545532227,positif,0.9610302448272705,negatif,0.7163231372833252,negatif
7553950099299110151,7554783288189141768,7.554042072476943e+18,1.0,rr_rawrn,~yinn,@estimlwtii_ 😭😭,2025-09-27 21:57:41,,True,empty,0.0,empty,0.0,empty,0.0,empty,0.0,empty
7553950099299110151,7554739586293449479,7.554042072476943e+18,1.0,berphikir,JVals,@pii @aner 😩,2025-09-27 19:08:10,,True,empty,0.0,empty,0.0,empty,0.0,empty,0.0,empty
7553950099299110151,7554565871215624968,7.554042072476943e+18,1.0,veltekshaaa,k3m4lll,@Zii @TOG4 @Axelynnn @Michiss @AYYA @Rapp 😭😭,2025-09-27 07:54:19,,True,empty,0.0,empty,0.0,empty,0.0,empty,0.0,empty
7553950099299110151,7554428098033550081,7.554042072476943e+18,1.0,ariya.ezy,Ci ecy,@nyunyu | digital ads 👩🏻‍💻🍃 🤣,2025-09-26 22:59:22,digital ads,False,netral,0.9836322069168091,positif,0.674186646938324,netral,0.6044350266456604,netral,0.9913992881774902,netral
7553950099299110151,7554398203359036168,7.554042072476943e+18,1.0,user11126739391,user11126739391,Allahu @cadtembok 😭😭😭,2025-09-26 21:03:22,allahu,False,positif,0.9558022618293762,positif,0.7772085070610046,positif,0.9179376363754272,negatif,0.7935469150543213,positif
7553950099299110151,7554268475260240658,7.554042072476943e+18,1.0,rmlvirra_,rmlvirra_,KAKKKKKK😭😭,2025-09-26 12:43:03,kakkkkkk,False,positif,0.618786096572876,negatif,0.5427870750427246,positif,0.9727323055267334,netral,0.7969788908958435,positif
7553950099299110151,7554258476567118600,7.554042072476943e+18,1.0,2undpersonality,els,@kn 😂,2025-09-26 12:01:10,,True,empty,0.0,empty,0.0,empty,0.0,empty,0.0,empty
7553950099299110151,7554234853451105044,7.554042072476943e+18,1.0,hxuxibae,elle🌺✨️,se7😭,2025-09-26 10:29:37,se7,False,netral,0.7932239174842834,negatif,0.5818204283714294,positif,0.5738479495048523,netral,0.8875030875205994,netral
7553950099299110151,7554187442222236423,7.554042072476943e+18,1.0,hahaatratanara_,Naaaaaaaaaaaaaaaaaaaaaaaaa,@its.mine._ 😭😭,2025-09-26 07:25:38,mine _,False,negatif,0.886025071144104,positif,0.6780710220336914,netral,0.9235770106315613,netral,0.8243340849876404,netral
7553950099299110151,7554160709073928968,7.554042072476943e+18,1.0,cukingblonde0,yapper,HAHA KEBAYANG BANGET😭,2025-09-26 05:41:57,haha kebayang banget,False,positif,0.7862482666969299,negatif,0.9234969615936279,positif,0.8757167458534241,negatif,0.831143319606781,positif
7553950099299110151,7554091963718238997,7.554042072476943e+18,1.0,cocomelonnn283,wdy,ka inimah arial black 24pt😭,2025-09-26 01:15:09,ka inimah arial black 24pt,False,netral,0.9810168147087097,negatif,0.9294402599334717,netral,0.995183527469635,negatif,0.7563163638114929,negatif
7553950099299110151,7554074287398847250,7.554042072476943e+18,1.0,yumaaaaaaaade,atlit kopi,UKURAN FONT NYA 10000 mas,2025-09-26 00:06:29,ukuran font nya 10000 mas,False,netral,0.5008567571640015,negatif,0.9321883320808411,netral,0.9590194225311279,netral,0.9879087805747986,netral
7553950099299110151,7554069340694545160,7.554042072476943e+18,1.0,karenimss,Karenimss,Anjir kebayangan kalo chattingan sama ibunya sekocak apa,2025-09-25 23:47:12,anjir kebayangan kalo chattingan sama ibunya sekocak apa,False,negatif,0.9948830604553223,negatif,0.9835125803947449,negatif,0.9951636791229248,negatif,0.9884430766105652,negatif
7553950099299110151,7554059112624636680,7.554042072476943e+18,1.0,matchaalattelav,Matchaalattelav,mana iya lagii😭,2025-09-25 23:07:32,mana iya lagii,False,negatif,0.9958959817886353,negatif,0.9498239755630493,negatif,0.9840916991233826,negatif,0.8138501048088074,negatif
7553950099299110151,7554053931728208658,7.554042072476943e+18,1.0,rin06.09,rinaa,@☆sofii 😭,2025-09-25 22:47:25,sofii,False,netral,0.8961490988731384,positif,0.7092688679695129,positif,0.928122341632843,positif,0.5614727735519409,positif
7553950099299110151,7554388907287429895,7.554042072476943e+18,1.0,sofia_ftrna,s☆ff,😭😭😭,2025-09-26 20:27:16,,True,empty,0.0,empty,0.0,empty,0.0,empty,0.0,empty
7553950099299110151,7554052626302092039,7.554042072476943e+18,1.0,melindayyu,melindayyu,kak tolong 🤣🤣🤣 itu terlalu tebal ngmg nya,2025-09-25 22:45:10,kak tolong itu terlalu tebal ngmg nya,False,negatif,0.9940974712371826,negatif,0.9891721606254578,negatif,0.995922327041626,negatif,0.9877105355262756,negatif
7553950099299110151,7643106983948043029,7.554042072476943e+18,1.0,xavierbloxburg,xavierbloxburg,Tapi tetep gamasuk ketelinga para dakjal itu,2026-05-23 22:18:55,tapi tetep gamasuk ketelinga para dakjal itu,False,negatif,0.9954009652137756,negatif,0.9185265302658081,negatif,0.9389618039131165,negatif,0.9891954660415649,negatif
7553950099299110151,7642154269551166228,7.554042072476943e+18,1.0,rizkiallinoneaffiliate,𝐑𝐢𝐳𝐤𝐢 𝐀𝐥𝐥 𝐈𝐧 𝐎𝐧𝐞,yang diomongin didepannya pasti CTRL+ALT+DEL 😅,2026-05-21 08:42:05,yang diomongin didepannya pasti ctrl alt del,False,netral,0.9668301343917847,negatif,0.9705758094787598,negatif,0.7994562387466431,negatif,0.5544654726982117,negatif
7553950099299110151,7618780689143808769,7.554042072476943e+18,1.0,mileaazza,Milea,bener pulaaaaaaaaa,2026-03-19 09:00:23,bener pulaaaaaaaaa,False,positif,0.9579392671585083,negatif,0.5694776773452759,positif,0.9947458505630493,negatif,0.9641450643539429,positif
7553950099299110151,7618487388276343573,7.554042072476943e+18,1.0,guineapiiigs_0,binahong,@Uzz seru bgt,2026-03-18 14:02:14,seru bgt,False,positif,0.9737072587013245,positif,0.8584065437316895,positif,0.9967256784439087,positif,0.995053231716156,positif
7553950099299110151,7618199357502341889,7.554042072476943e+18,1.0,syerlitas,syerlitaaa✨,OHMYGOTTTT,2026-03-17 19:24:35,ohmygotttt,False,positif,0.9898176789283752,negatif,0.6798135638237,positif,0.8968101739883423,positif,0.8638997077941895,positif
7553950099299110151,7616623363473359637,7.554042072476943e+18,1.0,ovqrstu6,Icecube🧊,Menyalaaa,2026-03-13 13:28:53,menyalaaa,False,negatif,0.6288774013519287,positif,0.7475102543830872,positif,0.8291677236557007,positif,0.932478129863739,positif
7553950099299110151,7611064272375005973,7.554042072476943e+18,1.0,srikurnias_,srikurnias,Aku candu banget pas ibuk nya bilang SUKRO😂,2026-02-26 13:56:53,aku candu banget pas ibuk nya bilang sukro,False,positif,0.7221155762672424,negatif,0.6851686835289001,positif,0.982573926448822,negatif,0.7540237903594971,positif
7553950099299110151,7576259200680084232,7.554042072476943e+18,1.0,setiani398,wiwis 🙃🤙,@xhntaa 🤣🤣🤣,2025-11-24 18:55:15,,True,empty,0.0,empty,0.0,empty,0.0,empty,0.0,empty
7553950099299110151,7576259733426979592,7.554042072476943e+18,1.0,xhntaa,xhntaa,JELAS WKWKW,2025-11-24 18:57:16,jelas wkwkw,False,negatif,0.6240493655204773,negatif,0.7905822992324829,positif,0.7628753781318665,negatif,0.7103167772293091,negatif
7553950099299110151,7575940939353441044,7.554042072476943e+18,1.0,politikus75,konsultan politik,katanya ibu nya ahli gizi kok ngomong nya kek org dara tinggi an 🤣,2025-11-23 22:20:13,katanya ibu nya ahli gizi kok ngomong nya kek org dara tinggi an,False,negatif,0.7689134478569031,negatif,0.973002552986145,negatif,0.9941571950912476,negatif,0.9919885993003845,negatif
7553950099299110151,7575194175558304532,7.554042072476943e+18,1.0,erlanggairawan4,Erlangga Irawan,"bubar aja DPR , jngan mbg sangat berterima kasih adanya mbg anak saya susah sarapan jd GK khawatir lg sekarang makan nasi di sekolah",2025-11-21 22:02:24,bubar aja dpr jngan mbg sangat berterima kasih adanya mbg anak saya susah sarapan jd gk khawatir lg sekarang makan nasi di sekolah,False,negatif,0.9845665097236633,negatif,0.6087842583656311,positif,0.9791535139083862,positif,0.9844760298728943,positif
7553950099299110151,7575012627081003794,7.554042072476943e+18,1.0,ririn6078,Ririn,ka copy paste aja gimna🤣🤣,2025-11-21 10:17:52,ka copy paste aja gimna,False,negatif,0.9596020579338074,negatif,0.9904966354370117,netral,0.6530522704124451,netral,0.9966986775398254,negatif
7553950099299110151,7574967289105531668,7.554042072476943e+18,1.0,niawithu,niaa,wkwkwk😭,2025-11-21 07:22:22,wkwkwk,False,negatif,0.9543524384498596,positif,0.5954009890556335,positif,0.9292605519294739,negatif,0.9232928156852722,positif
7553950099299110151,7574745384459993876,7.554042072476943e+18,1.0,tokorafasya4,KRW24jam,ya masa MBG di kasih nya baso di kasih kuah nya dingin gimana makan nya bue,2025-11-20 17:01:01,ya masa mbg di kasih nya baso di kasih kuah nya dingin gimana makan nya bue,False,positif,0.9675208330154419,negatif,0.9865378141403198,negatif,0.9207769632339478,negatif,0.9914911389350891,negatif
7553950099299110151,7574304142388429588,7.554042072476943e+18,1.0,nanditaalinka,h,ko ngatur,2025-11-19 12:33:12,ko ngatur,False,negatif,0.995319664478302,negatif,0.9839381575584412,negatif,0.9776313900947571,negatif,0.9028822183609009,negatif
7553950099299110151,7574292410991346453,7.554042072476943e+18,1.0,vf94991,H,menyala mom..🔥,2025-11-19 11:43:15,menyala mom,False,positif,0.9701340794563293,negatif,0.833363950252533,positif,0.7819317579269409,positif,0.9830113649368286,positif
7553950099299110151,7573704830876730120,7.554042072476943e+18,1.0,dweee334,Wahyu,jian tenan...🤣🤣,2025-11-17 21:43:01,jian tenan,False,negatif,0.9908837676048279,negatif,0.5742278099060059,negatif,0.9933873414993286,negatif,0.9936056137084961,negatif
7553950099299110151,7573642240519439105,7.554042072476943e+18,1.0,indwieee,dey,@slipey @oichuu,2025-11-17 17:40:08,,True,empty,0.0,empty,0.0,empty,0.0,empty,0.0,empty
7553950099299110151,7573658516968407824,7.554042072476943e+18,1.0,oixnnn,oixn,weyy😭,2025-11-17 18:43:13,weyy,False,positif,0.7802315950393677,positif,0.5461441874504089,positif,0.9784164428710938,negatif,0.9835870862007141,positif
7553950099299110151,7573681574509888273,7.554042072476943e+18,1.0,indwieee,dey,omaygood,2025-11-17 20:12:46,omaygood,False,positif,0.7755629420280457,negatif,0.6997407078742981,positif,0.8880445957183838,positif,0.736343264579773,positif
7553950099299110151,7572360469421409032,7.554042072476943e+18,1.0,syalwaayunda_2013,𝙎𝙮𝙖𝙡𝙬𝙖_斗争弗蕾雅,iya gak enak,2025-11-14 06:46:39,iya gak enak,False,negatif,0.9936116337776184,negatif,0.9642568230628967,negatif,0.9982433319091797,negatif,0.9933364391326904,negatif
7553950099299110151,7570567376703144725,7.554042072476943e+18,1.0,incoognito_2,Inc,fresh wkwk,2025-11-09 10:48:07,fresh wkwk,False,positif,0.9759073853492737,positif,0.711423397064209,positif,0.9921817779541016,positif,0.9971843361854553,positif
7553950099299110151,7570549061317739271,7.554042072476943e+18,1.0,idanurhalimah02,Manusia Biasa,lagi serius nyimak emang bener ga usah buka komentar,2025-11-09 09:36:59,lagi serius nyimak emang bener ga usah buka komentar,False,negatif,0.9903532266616821,negatif,0.9819301962852478,negatif,0.9119947552680969,netral,0.9947749376296997,negatif
7553950099299110151,7570196272897721106,7.554042072476943e+18,1.0,saatsyaaa,saatsyaaa,YAALLAH ORG ORG TIKTOK 😭😭😭,2025-11-08 10:48:02,yaallah org org tiktok,False,netral,0.661254346370697,negatif,0.8798778057098389,negatif,0.9939352869987488,negatif,0.9915169477462769,negatif
7553950099299110151,7567708687999386389,7.554042072476943e+18,1.0,mukkidi19,mukkidi,mantap,2025-11-01 17:54:58,mantap,False,positif,0.9975937008857727,positif,0.9961124062538147,positif,0.9971997737884521,positif,0.9949592351913452,positif
7553950099299110151,7564770614462284552,7.554042072476943e+18,1.0,alyaa.adnn,yoéan,@ainii @ꕥ 😭😭,2025-10-24 19:53:41,,True,empty,0.0,empty,0.0,empty,0.0,empty,0.0,empty
7553950099299110151,7562861954550072072,7.554042072476943e+18,1.0,eleemark,calamarie,@joel 😭,2025-10-19 16:27:05,,True,empty,0.0,empty,0.0,empty,0.0,empty,0.0,empty
7553950099299110151,7560726538687382290,7.554042072476943e+18,1.0,stafa_apparel,STAFA Apparel,wkwkwkwk analoginya ada aja Abang satu ini 😂,2025-10-13 22:20:33,wkwkwkwk analoginya ada aja abang satu ini,False,negatif,0.9777904748916626,negatif,0.8228936791419983,negatif,0.4332254230976105,negatif,0.699775755405426,negatif
7553950099299110151,7560303152706142996,7.554042072476943e+18,1.0,laboratorium_imajinasi,Li,Terus ada garis bawah juga,2025-10-12 18:57:38,terus ada garis bawah juga,False,netral,0.5500329732894897,negatif,0.8397702574729919,netral,0.9779843688011169,netral,0.9966625571250916,netral
7553950099299110151,7557962036069778184,7.554042072476943e+18,1.0,looviessa,looviessa,@r @ch1l3p3n6,2025-10-06 11:32:54,,True,empty,0.0,empty,0.0,empty,0.0,empty,0.0,empty
7553950099299110151,7558313301483062023,7.554042072476943e+18,1.0,usernamexx955,X,Ngakak🤣,2025-10-07 10:15:57,ngakak,False,negatif,0.9961302280426025,negatif,0.9419488906860352,positif,0.9848239421844482,negatif,0.8675897121429443,negatif
7553950099299110151,7558294786661253896,7.554042072476943e+18,1.0,_rowrowwww,rowrow,😭 @geminul,2025-10-07 09:04:18,,True,empty,0.0,empty,0.0,empty,0.0,empty,0.0,empty
7553950099299110151,7556903121097179924,7.554042072476943e+18,1.0,rani.h.m,Rani Manullang,@𝖂𝖎𝖉𝖞𝖆 𝕯𝖆𝖗𝖚𝖘𝖆𝖓𝖙𝖎 😭,2025-10-03 15:03:46,,True,empty,0.0,empty,0.0,empty,0.0,empty,0.0,empty
